OBJECTID,NAME,BOUNDARY.City_Boundary.AREA,PERIMETER,HECTARES,SHAPE.AREA,SHAPE.LEN,ADDRESS,POSTCODE,TYPE,CAPACITY,DISABLED,OPENING,PAYMENT,CONTACT,OPERATOR,WEBSITE,COMETSCN,LIVE_DATA,EASTING,NORTHING,LAT,LONG,BODY,BODY_NAME,CREATE_DAT
1,Wollaton Park Car Park,,59228.281741,7464.77503858,74641635.8780815,59095.7670509855,"Car Park,Wollaton Park,Wollaton Road,Nottingham",,Surface,,,,Pay and Display,NCC Parking Services (0115 876 1444),Nottingham City Council,https://wollatonhall.org.uk/visit/,,NO,453022.4199999999,339712.72000000067,52.952201635662135,-1.2122539194547461,http://data.ordnancesurvey.co.uk/doc/7000000000038857,Nottingham City Council,20230810
1,Racecourse Road Car Park,,59228.281741,7464.77503858,74641635.8780815,59095.7670509855,"Car Park East Of Pavilion,Racecourse Road,Nottingham",,Surface,Unknown,No,24 Hours/7 Days,Free,NCC Parking Services (0115 876 1444),Nottingham City Council,https://www.nottinghamcity.gov.uk/information-for-residents/transport-parking-and-streets/parking-and-permits,,NO,460397.00000000186,339261.0000000037,52.94736382140233,-1.1025878692251345,http://data.ordnancesurvey.co.uk/doc/7000000000038857,Nottingham City Council,20230810
1,Phoenix Park & Ride,,59228.281741,7464.77503858,74641635.8780815,59095.7670509855,"Millennium Way East, Nottingham",NG8 6AS,Park and ride,657,19,Tram times,Free,NET (0115 942 7777),Nottingham Express Transit,http://www.thetram.net/park-and-ride,12233069,YES,453290.00000000093,343820,52.98909227079248,-1.2075978114195796,http://data.ordnancesurvey.co.uk/doc/7000000000038857,Nottingham City Council,20230810
1,Stoney Street Car Park,,59228.281741,7464.77503858,74641635.8780815,59095.7670509855,"Kings Place, Nottingham",NG1 1LS,Multi-Storey,350,4,24 Hours/7 Days,Pay on exit,NCP (0345 050 7080),NCP,https://www.ncp.co.uk/find-a-car-park/car-parks/nottingham-stoney-street/,12420548,YES,457640.00000000093,339782,52.95234924904865,-1.1435219529861136,http://data.ordnancesurvey.co.uk/doc/7000000000038857,Nottingham City Council,20230810
1,Spondon Street Car Park,,59228.281741,7464.77503858,74641635.8780815,59095.7670509855,"Spondon Street, Nottingham",NG5 4AB,Surface,57,3,24 Hours/7 Days,Free,NCC Parking Services (0115 876 1444),Nottingham City Council,https://www.nottinghamcity.gov.uk/information-for-residents/transport-parking-and-streets/parking-and-permits,,NO,457417.00000000186,342838.0000000037,52.97984079340759,-1.146299820845735,http://data.ordnancesurvey.co.uk/doc/7000000000038857,Nottingham City Council,20230810
1,Mount Street Car Park,,59228.281741,7464.77503858,74641635.8780815,59095.7670509855,"Mount Street National Car Park,Cumberland Place,Nottingham,NG1 6HG",,Multi-Storey,455,6,24 Hours/7 Days,Pay on Foot,NCP (0345 050 7080),NCP,https://www.ncp.co.uk/find-a-car-park/car-parks/nottingham-mount-street/,,NO,456870.00000000093,339841,52.95296158446725,-1.1549711322686982,http://data.ordnancesurvey.co.uk/doc/7000000000038857,Nottingham City Council,20230810
1,Duke Street West Car Park,,59228.281741,7464.77503858,74641635.8780815,59095.7670509855,"Duke Street, Bulwell, Nottingham",NG6 8FL,Surface,15,15,24 Hours/7 Days,Free,NCC Parking Services (0115 876 1444),Nottingham City Council,https://www.nottinghamcity.gov.uk/information-for-residents/transport-parking-and-streets/parking-and-permits,,NO,453979,345269.00000000186,53.00204736392821,-1.1970929541687136,http://data.ordnancesurvey.co.uk/doc/7000000000038857,Nottingham City Council,20230810
1,County House Car Park,,59228.281741,7464.77503858,74641635.8780815,59095.7670509855,"Car Park West Of County House,High Pavement,Nottingham",,Surface,24,No,24 Hours/7 Days,Pay and Display,Excel Parking (0114 261 7111),Excel Parking,http://excelparkingservices.co.uk/,,NO,457556,339651,52.951180787821414,-1.1447952847533631,http://data.ordnancesurvey.co.uk/doc/7000000000038857,Nottingham City Council,20230810
1,Bulwell Station Car Park,,59228.281741,7464.77503858,74641635.8780815,59095.7670509855,"Station Road, Nottingham",NG6 9AA,Surface,72,3,24 Hours/7 Days,Free,NCC Parking Services (0115 876 1444),Nottingham City Council,https://www.nottinghamcity.gov.uk/information-for-residents/transport-parking-and-streets/parking-and-permits,,NO,454061,344988,52.99951343616329,-1.195918092094639,http://data.ordnancesurvey.co.uk/doc/7000000000038857,Nottingham City Council,20230810
1,Lace Market Car Park,,59228.281741,7464.77503858,74641635.8780815,59095.7670509855,"Pilcher Gate, Nottingham",NG1 1QE,Multi-Storey,500,18,24 Hours/7 Days,Pay on foot,NCC Parking Services (0115 876 1444),Nottingham City Council,https://www.nottinghamcity.gov.uk/information-for-residents/transport-parking-and-streets/parking-and-permits,12233087,YES,457524.99999999907,339780.00000000186,52.95234358760419,-1.1452338030359857,http://data.ordnancesurvey.co.uk/doc/7000000000038857,Nottingham City Council,20230810
